first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 lily, reid,77, streeton drive, kaweku park, parkside,3630, wa,19170624,7864863
 lachlan, nguyen,709, mcnicoll street, , exmouth,5453, vic,19381021,4899443
 bradley, shepherd,71, kilgour place, gull cottage, smithfield,4078, act,19160301,1369189
 kaleb, mccarthy,34, lamington street, berri cottage hmes, the entrance,2795, qld, ,1510564
 mia, reid,4, le hunte street, marretah, como,3777, vic,19800421,3451673
 victoria, fitzpatrick,19, clermont street, ambervale, lake tyers,4570, nsw,19810411,2176335
 peta, callister,16, baracchi crescent, jaholma park, moranbah,2117, qld,19700110,4177367
 blaize, koopman,17, allison place, aldersyde estate, balwyn north,4650, nsw,19110608,7823755
 kyle, kyriacou,6, brigalow street, kilacloran, surfers paradise,2528, vic,19560704,6294045
 savannah, hyland,17, pennefather street, camusfearna, cronulla,3672, nsw,19050620,9386164
 stephanie, tiller,281, mcleod place, villa 19, katherine,2680, vic,19690208,7432991
 dylan, yen,83, duffy street, apt 2005, keilor,6056, nsw,19890827,5035246
 iain, berryman,95, singleton crescent, , verrierdale,3074, wa,19870626,1720109
 jack, rulfs,10, suttor street, huongold, mossman,3889, qld,19260612,6246735
 kiara, starega,51, knoke avenue, llen nomis, southern cross,4615, nsw,19541115,5126468
 matthew, green,5, tanner place, beltrasna angus stud, oakleigh east,5607, nsw,19650218,1267406
 tayla, matthews,89, may maxwell crescent, the willows, ascot vale,3810, nsw,19021201,3861456
 natasha, lohmann,3, clive steele avenue, gerovin valley ldge, view bank,5343, nsw,19101110,1778982
 sarah, campbell,6, loddon street, lakefield, miami,3227, qld,19321221,5872484
 jasmine, stancombe,41, roseby street, , dulwich hill,2086, wa,19980319,8947188
 noah, wiseman,17, wakefield garden, kareela, frenchs forest,6535, nsw,19640101,8735485
 braiden, parr,15, raiwalla court, st francis village, kirwan,2444, vic,19960327,7031748
 ned, stephenson,46, donohoe place, australia arcade, menangle,2222, vic,19750118,6310028
 connor, asendorf,12, falkiner place, luskin court, orange,4032, vic,19290430,6699074
 emmerson, dolan,339, tewksbury circuit, weeroona, parkside,3216, nsw,19180630,3018384
 samuel, satterley, , osmand street, cascade condo, scotland island,6151, wa,19620515,1430466
 judah, badger,10, darby street, taskers village, yangebup,6030, tas,19530826,3374540
 samuel, tunstall,22, wattle street, bayana, fish creek,7216, wa,19840412,8429651
 kyle, careless,75, mcbryde crescent, rowethorpe cygnet hostel, ivanhoe,6076, sa,19701116,3208751
 hamish, mason,7, langdon avenue, stokes crossing, yarrambat,4060, tas,19010712,6379466
 sarah, neylon,8, wilkinson street, , guilderton,2481, nsw,19100224,3794258
 benjamin, mcclelland,16, brodribb street, villa 18, noble park,6714, vic,19470605,5728937
 eliza, schwidder,49, ashley drive, , homebush,4740, vic,19071013,5457556
 tahlia, herbert,28, dolling crescent, curra park, kingston beach,3840, nt,19790724,6559247
 timothy, modystach,32, julia flynn avenue, rcg centre, charlestown,4655, vic,19671125,2430623
 phoebe, whisson,12, glasgow street, white house, kandos,2770, nsw,19870307,4025481
 solomon, wasson,37, hewlett circuit, utopia, mermaid waters,3021, vic,19840211,4681625
 finn, kazimir,472, belconnen way, redwood lodge, mackay north,2502, sa,19880315,6526812
 ella, rawlings,55, henty street, don ray, moruya,4870, vic,19810122,9723395
 jarred, belperio,64, glenmaggie street, rowethorpe, mitcham,3155, nsw,19190621,4585747
 xanthe, hipkiss,33, luke street, , port lincoln,2122, nsw,19890508,5654602
 , falting,22, gurrang avenue, glenapp, blair athol,2564, qld,19941202,2319505
 , czarnik,10, bunbury street, glenavon, ulmarra,4225, qld,19601222,3960160
 jorja, selth,82, arnold place, wooloondool farm, colonel light gardens,4350, nsw,19460602,5599958
 samantha, stroeh,18, narryer close, mylandra, parkside,4125, tas,19180113,2662103
 bailee, vearing,18, bavin street, sun city tourist park, safety beach,6076, nsw,19741208,4201824
 harrison, boulter,9, macgregor street, stonyridge, cecil plains,3070, nsw,19110312,5094110
 max, bradshaw,13, marrakai street, arkaba, st kilda,3108, wa,19621220,4677446
 alessandra, thorpe,33, crowder circuit, melrose farm, karalee,7250, qld,19080406,8221563
 olivia, david,78, alabaster street, lindoran, ,4035, sa,19210322,8629017
 jordan, webb,62, padbury street, poitrel, dynnyrne,5089, sa,19851106,1985006
 jacqueline, coady,20, borrowdale street, garden creek, nambour,4570, nsw,19220503,6945746
 pascale, quast,33, kingham place, killarney, robertson,2135, wa,19570201,7680717
 sean, varcoe,29, osburn drive, bonaza park, ferndale,4560, nsw,19601031,7839163
 noah, mason,15, morehead street, fingal park, duncraig,3350, nsw,19890129,5247400
 finn, teague,39, empire circuit, wagin medical centre, prospect,2083, qld,19650301,2488065
 michael, leslie,2, kirwan circuit, blenmore, bangor,3150, qld,19350423,7283233
 breeanne, browne,5, ebenezer street, kilburnie, toowong,5072, nsw,19511023,6301444
 henry, coleman,42, mackaness place, lake downs super fine merino stud, benowa,4557, tas,19791029,1714953
 daniel, gaden,21, , solander centre, duntroon,6056, qld,19840606,3484120
 jack, berry,5, shirra close, bindana downs, connolly,4814, nsw,19300619,6070746
 imogen, goldsworthy,1, nungara street, bendigo retirement village, knoxfield,3816, vic,19660727,7147139
 jake, mccarthy,19, jacobs street, the richard house, hoppers crossing,3021, vic,19501129,9421400
 connor, sleath,10, toohey place, manor court, highett,3081, nsw,19040425,3130394
 mackenzi, jarick,51, wilkinson street, willow lodge, picton,2117, vic,19240823,4264896
 tenille, heron,15, mcwhae circuit, trail view, orange,3128, nsw,19200707,6908407
 alexandra, agett,48, keith street, boronia, taree,6430, nsw,19180406,8624670
 luke, cowle,51, dampier crescent, glenevie, vermont south,4721, qld,19160724,3612406
 barnaby, westbrook,221, hadleigh circuit, the lakes retirement village, petersham,4118, qld,19440405,2487468
 rupert, drzezdzon,11, magennis place, sec 161, ashford,6100, vic,19000219,4126935
 riley, moubarak, , hagen place, noolabi, auburn,6007, vic,19400916,5023399
 joshua, ottens,3, mugga way, macsview, gosford east,5163, qld,19410514,3579690
 harrison, reid,45, sangster place, mount valley van park, harbord,5158, tas,19451222,7347950
 caitlin, luckens,180, ortloff place, brokenspoke, ryde,4051, qld,19640720,3391457
 nicholas, colantoni,2, illingworth street, mallee downs, st albans,2518, vic,19651019,4914391
 anthony, burkevics,1, dryandra street, alexandra racecourse, ballarat,3048, vic,19180927,5593368
 , clarke,133, amagula avenue, fourmile, coodanup,2117, nsw,19280117,4243188
 william, tomney,25, houghton place, omaru, gilmore,5043, nsw,19280525,7882159
 kyle, felmingham,20, cassinia street, marella, kingston,3936, nsw,19121120,1300375
 caitlin, papanotis,1269, de burgh street, aptmn 12, cleveland,2100, wa,19720329,2397064
 caleb, ,19, burrinjuck crescent, garema place surgery, st andrews,2154, wa,19381026,3166758
 joshua, coleman,16, mosman place, aralee, kooyong,3431, nsw,19501024,2640319
 madison, cowle,14, port jackson circuit, marriott downs, new mollyan,4215, sa,19280625,9403686
 madeleine, nevin,85, carlile street, rocklands, st kilda east,2092, sa,19230620,3536031
 holly, webb,40, kirkland circuit, meemar, wahroonga,3149, sa,19790526,5682368
 matthew, campbell,4, wybalena grove, , the entrance,4503, nsw,19480209,3117774
 nicholas, desantis,114, badcoe street, union collage, elermore vale,3420, nsw,19740601,4864589
 jack, andrae,7, cleland street, mundine 30 km, cherrybrook,6025, vic,19260626,3267222
 tess, pembroke,95, lawes place, sheep station, brookvale,4605, vic,19890611,6248469
 lachlan-john, snelling,20, summerville crescent, harvic, maldon,3206, vic,19660114,7931741
 faith, lowe,1, shepherd street, , st clair,3058, nsw,19140623,2694419
 oliver, sherriff,7, augustus close, sheep station, st ives,5006, vic,19160706,6364957
 mitchell, birkin,4, birdwood street, anglican church, bonville,3214, qld,19810614,4271401
 jacob, waller,89, dalley crescent, the willows, mosman,2480, qld,19580408,6317326
 christina, coleman,8, woronora street, suffolk downs, carnegie,4151, qld,19880122,6395380
 kyle, ryan,7, maranboy street, , southbank,4012, nsw,19390608,5356709
 ella, clarke,53, stumm place, booroondoo north, westmeadows,5115, vic,19500203,9535984
 ethan, mccombe,624, mcnamara street, copely, tailem bend,4740, wa,19020126,1088335
 meggie, george,16, alleyne close, greenlake, lucknow,5267, qld,19111227,1040139
 benjamin, campbell,26, cockburn place, kangaroo gnd, banyo,2605, nsw,19180920,2472793
 brock, matthews,14, blamey crescent, waverley lodge, toowoomba,3205, wa,19490214,4338969
 brianna, white,39, laughton street, corandirk, stratton,4551, sa,19840310,9784905
 amy, britten,4, whiteside court, gumnut cottage, kirwan,2330, nsw, ,2001865
 bailey, pascoe,311, tillyard drive, lindenleigh, hamilton,4030, nsw,19960928,2933911
 henry, webb,15, kalgoorlie crescent, wearmouth, dunoon,3763, wa,19100626,8261350
 sarah, campbell,9, clavert place, merricroft, mount eliza,5280, qld,19410302,9870428
 archie, dokas,6, tewksbury circuit, shalvah, malvern east,3163, nsw,19400807,1265030
 cain, quilliam,40, fidge street, nuffield village, clayfield,3858, nsw,19861124,5735991
 jackson, lehane,115, totterdell street, hawksview, balwyn north,2099, wa,19390312,2738637
 timothy, de crespigny,6, barraclough crescent, , gnangara,2166, vic,19300524,1913293
 sarah, de crespigny,16, maurice place, allandale, somers,2250, vic,19130113,4115888
 tanyshah, jolly,462, finnerty place, belvedere, alice springs,3167, nsw,19861204,2562045
 olivia, dessart,165, macvitie place, brambletye vinyard, lindenow south,4128, vic,19361017,2517857
 samuel, matthews,5, bindaga street, the spur, seventeen mile rocks,5038, nsw,19580607,3679562
 tori, reid,244, sellwood street, warwarick, parkinson,6169, vic,19280331,2530021
 jayde, eneberg,44, donohoe place, professional centre, kahibah,6163, nsw,19750318,5568018
 isabella, hoehne,8, casuarina street, wai iti, salisbury,2452, nsw,19880607,4585386
 alexandra, green,13, folingsby street, pint pot, queenscliff,2720, vic,19840808,9788564
 bryce, dixon,178, graves place, mt forrest, kelmscott,5088, vic,19301007,4462693
 julia, meadows,18, araluen street, st john of god hospital, crows nest,3174, nsw,19160818,7101191
 zachary, clarke,250, fristrom crescent, waiweer, rochedale south,3550, vic,19200830,4054598
 jacob, beatton, , maharatta circuit, specialist centre, robertson,2643, nsw,19860630,9285118
 pace, musolino,16, guerin place, rosetta village, thornbury,4019, nsw,19640423,5906492
 elijah, coleman,43, gledden street, malekula, granville,2322, qld,19821231,1566439
 jacqueline, malinauskas,4, jabanungga avenue, longplain, bundanoon,4878, vic,19840808,5856134
 jye, churches,1, fraser court, wirruna, labrador,4151, vic,19200210,2271081
 lily, clarke,25, emerton street, eight mile, woodville south,4223, nsw,19690612,4559335
 stephanie, braithwaite,86, chisholm street, paradise lake resort, toowoomba,2516, nt,19750104,4262794
 lucas, mcgregor,29, brigden crescent, deridgeree, uplands,3135, nsw,19491115,7215881
 brooke, rabbitt,46, cockcroft avenue, swanleigh, coolum beach,6110, wa,19080421,6122971
 michael, bartel,6, chewings street, buena vista, sea lake,2777, nsw,19550822,9818191
 cameron, walls,7, carruthers street, flt 2a, tucabia,2036, nsw,19461005,8102234
 d'arcy, webb,3, ebenezer street, ravensfield, cressy,2443, wa,19901222,8604852
 bianca, thurlow,910, , shack 118, malvern,2852, vic,19120204,8574662
 joshua, reid,416, muresk street, karingal farm, bayswater north,2160, vic,19160311,3652623
 hunter, wesley-smith,67, antis street, wandella park snowy, chinchilla,6155, vic,19680320,8096012
 aikaterina, redington,146, chandler street, ben hill, meadow creek,3624, vic,19160205,4293148
 gabriella, pilavci,35, perry drive, medical centre, mooroolbark,2460, wa,19160117,2556284
 kyle, rudd, , atherton street, glenmore, muttama,5158, nt,19590521,2268332
 lauren, dent,24, lindrum crescent, hamilton, bidwill,2905, vic,19840916,7699699
 kyle, seddon,164, shackleton circuit, the wharf complex, ashfield,2406, vic,19030813,7244560
 james, kostrzynski,3, chipperfield circuit, berkeley vlge, potts point,4285, vic,19200505,6498292
 brock, schembri,71, arkana street, redwood village, colac,3156, wa,19530417,8819783
 nicholas, okely, , hannan crescent, baroona, taree,5244, qld,19350522,2534430
 julia, gao,17, horizon avenue, arthur river park, woodcroft,3952, nsw,19280810,7151454
 miranda, andresen,93, wenholz street, telopea park, williamstown,2450, vic,19180404,1851874
 cooper, hyland,34, namadgi circuit, ferndale, newcastle,2566, nsw,19621205,8131556
 tiarna, havriluk,47, macquarie street, carrington retrmnt vlge, paralowie,7030, wa,19150929,7263381
 paul, maksim,35, blazey place, elouera park, kingston,3143, vic,19280108,2229267
 jaggah, ryan,105, hurley street, , kurri kurri,3170, tas,19230112,4660081
 hannah, povey,81, hooke place, gleneriffe, sylvania,3015, wa,19870509,4598128
 chelsea, blake,35, southern cross drive, ra 290, belconnen,3141, vic,19770311,8747454
 shandril, flockhart,6, maclean street, seaford, ganmain,7006, vic,19410912,2925713
 , webb, , mclachlan street, anukana, eastwood,2112, vic,19170509,8331654
 nicholas, colquhoun,241, chataway crescent, gibraltar, blandford,2166, qld,19370130,2145262
 summer, deleon,1, uriarra road, tesbury, kurri kurri,2333, qld,19401028,6523096
 thomas, humphreys,35, mayne street, gull cottage, the entrance,2000, qld,19880516,3033985
 tanyshah, david,3, redcliffe street, northwood park, palana,3166, qld,19680823,6914643
 noah, nguyen,8, carroll street, locn 10045, eastwood,7053, sa,19101127,2142666
 prudence, reid,13, ashkanasy crescent, victoria mill estate, kirribilli,6163, vic,19950117,6754135
 brody, longman,43, tallara parkway, , memerambi,7310, sa,19000210,5544163
 aidan, bishop,36, mcintyre street, unt 2, sidmouth,3011, nsw,19490620,1383389
 eliza, campbell,10, arnold place, , raby,6148, tas,19860203,8112754
 andrew, mason,12, starling place, brentwood vlge, rosewater,5086, nsw,19321115,1878301
 lily, krishnan,25, bourne street, redhill, keysborough,2640, qld,19681003,8956118
 cambell, clarke,99, jardine street, alexander's folly, lower templestowe,2114, wa,19250326,2467909
 rhys, horsley,11, , calala farm, sale,7310, wa,19070227,5179281
 eboni, brakel,42, investigator street, emmaus vlge, orange,2061, vic,19180211,3115830
 jake, soden,3, hardwicke place, orange specialist medical centre, bligh park,2852, nsw,19461110,4287888
 oscar, chegwidden,12, currong street, terrawah, mount eliza,4824, vic,19981224,6135137
 imogen, alderson, , merriman crescent, , kinross,2528, nsw,19041128,2621570
 samantha, glass,40, whistler place, foxlea, evans head,5480, wa, ,3783154
 shanaye, navarro,103, frater crescent, central coast van park, dulwich hill,4520, vic,19211104,9601221
 jamie, lando,38, dominion circuit, brundah property, southbank,2800, sa,19510314,7802847
 zachary, jevons,79, pankhurst crescent, old farm, oyster bay,4123, nsw,19010908,9596699
 campbell, webb,63, wade street, ra 939, mount crosby,3152, nsw,19981022,3000281
 james, clarke,119, moondarra street, de cameron, tweed heads,3095, vic,19061129,6885994
 jamie, hashemizadeh,17, julia flynn avenue, st johns retirement village, gorokan,4205, vic,19231030,4092093
 jayden, sekulitch,872, casuarina street, cottage rose, yagoona,4503, nsw,19310401,6055233
 brianna, blake,44, coranderrk street, taatooke, gosford east,2902, nsw,19450710,9837624
 rosie, white,2, snowden place, brambletye vinyard, black rock,835, wa,19020405,4810152
 matthew, jardine,36, sainsbury street, alice downs, windsor,4573, nsw,19180805,2211117
 adam, hingston,249, jacka crescent, upper ross medical centre, kotara,2195, nsw,19980612,4962368
 jack, rudd,4, limestone avenue, orcadia park, hoppers crossing,5007, nsw,19080618,3984278
 caleb, bersable,13, parkhill street, myola street, mount pleasant,7248, tas,19510311,5036866
 makayla, matthews,42, cullen street, st francis room, oakleigh,3233, nsw,19061006,7914405
 madison, warneke,24, hopkins street, urara, ballarat,2444, nsw,19861016,9508340
 sophie, mason,20, johnson place, mt providence hostel, hope valley,6056, wa,19580507,9799282
 jordyn, bishop,18, jalanga crescent, salt box, yankalilla,2780, wa,19480428,2003024
 reuben, sette,6, griffiths street, the sandys, valley view,3159, nsw,19880626,4637182
 finlay, gillard,22, ryrie street, lithgowvale, corryong,5152, nsw,19410128,6232488
 phoebe, melham, , gara place, hse 4, collie,7113, nsw, ,8345956
 rhett, george,6, , lindisfarme, marsden,5251, qld,19420726,5663323
 ella, reinhard,128, woolls street, deswod, ulverstone,6024, wa,19310610,7101829
 matthew, reid,44, nambucca street, eureka, bundaberg,6111, wa,19020723,6219878
 alexandra, zolyniak,131, somerset street, wandana, giralang,4285, qld,19421008,7197883
 harrison, schuster,21, boldrewood street, brambletye vinyard, port macquarie,4069, vic,19851117,4249901
 ashlie, cannell,23, lenehan street, blue crane farm, nome,3152, nsw,19210211,2766975
 lachlan, reid,5, carrington road, legacy vlge, yagoona,2464, nsw,19500531,3232033
 nicole, daykin,3, hannan crescent, cooroora, gwynneville,2318, qld,19120515,8485229
 sarah, rosa,11, kangaroo court, glen shiel, wamberal,3144, vic,19330424,3530952
 jackson, carbone,133, mileham street, , carranballac,3139, qld,19180312,6993200
 jessica, mayer,25, dugan street, willandra, mittagong,6056, sa,19340201,3346974
 kailey, stubbs,94, house circuit, moreton island, gwynneville,4551, qld,19230318,1819847
 isabella, green,11, boothby place, sefton park, pooraka,2102, vic,19281105,6738971
 emiily, conaghty,43, o'meara place, minjarra, ashgrove,3042, wa,19140520,4368793
 ruby, hentze,30, harkness street, glenearra, florey,4178, sa,19030606,2379739
 montana, blake,24, harcourt street, spring banks, college park,2620, vic,19400808,9535357
 travis, wang,10, hawken street, drayton villas, airlie beach,4121, vic,19810617,5809880
 imogen, bellchambers,216, benstead place, oreel, nedlands,2158, nsw,19230217,9615495
 annika, boyle,10, macgregor street, , paddington,3175, qld, ,7187050
 nicole, clarke,34, tong place, villa 127, point cook,2121, qld,19220519,1665679
 anthony, david,1241, goyder street, rosetta village, carnegie,3178, nsw,19200422,8338112
 caitlyn, millar,38, tullaroop street, glenview, macgregor,2343, vic,19940917,8863827
 levi, prideaux,10, beckett street, terra nostra, milperra,6525, wa,19230510,9135299
 benjamin, harrington,4, mackenzie street, cascina, morpeth,6012, qld,19130302,6966636
 joel, warneke,10, walsh place, corra-lynn, carrick,2529, nsw,19160910,4818906
 nicholas, beattie,7, edmondson street, goughs bay, modbury,2036, wa,19170811,3374275
 jason, tebbutt,92, stradbroke street, kildurham, winthrop,6213, act,19750627,1072661
 tiarna, mason,37, ames place, grandview, ashgrove,2077, sa,19640227,7346247
 samuel, eglinton,17, tanumbirini street, birks harbour, raymond terrace,2176, vic,19690927,1843263
 emiily, bramble,7, collyburl crescent, arcadia, stratford,5087, vic,19290305,1960201
 thomas, carbone,94, summerville crescent, flt 45, geraldton,2229, vic,19070308,3226668
 michael, green,30, jay place, little tinana, cremorne,3564, wa,19461212,1468008
 matilda, bissett,185, gundulu place, bandaroo, taree,5044, wa,19830319,5260083
 timothy, kinter,29, hawker street, argyle village, quilpie,2594, vic,19190926,7137052
 felicity, english-obst,15, abercrombie circuit, bega, neville,6726, nsw,19421105,2382886
 emiily, dolan,19, bagshaw place, legacy units, hopefield,2705, tas,19320911,7815080
 yana, noble,76, costello circuit, the manor braeside, bicton,2290, qld,19710327,9357658
 james, bishop,4, jemalong street, taronga, tweed heads south,7250, nsw,19540224,7589870
 madison, dent,14, mault place, rockwood, gordonvale,886, wa,19440208,1552323
 andrew, rankine,84, boddington crescent, beau-lieu, connolly,3644, qld,19311116,2128049
 kaleb, hobson, , scaddan place, pacific palms caravn park, bunbury,2259, vic,19960630,9573457
 lily, warnock,68, darling street, jeran, exton,2154, nsw,19620520,2626334
 kydan, edson, , lexcen avenue, wirraway, tuart hill,2154, vic,19581231,6695038
 elton, shadbolt,35, finniss crescent, riverbend, bacchus marsh,4179, vic,19031005,1581334
 mitchell, noyce,5, rosella street, rowethorpe, ,2540, wa,19660901,2277894
 aloysius, kammerman,1, alpen street, marriott downs, burwood,6153, vic,19360722,6279535
 jackson, simmonds,4, raymond street, ainslie house, tongala,2166, nsw,19020519,8651617
 millane, reinmuth,1, galloway street, agarabi, ,4157, nsw,19940519,7590245
 joanna, george,12, bage place, , wantirna,2224, qld,19530111,6565352
 toby, fernando,15, ulm street, quandialla, ashwood,2141, vic,19380511,2977480
 grace, telleglou,13, bywaters place, environa, tusmore,3101, sa,19060204,6170642
 michael, boesten,7, dannevig place, leumeah, floreat,4702, qld,19991004,6078871
 george, meaney,164, elder street, jingara, st albans,4060, vic,19320703,9691332
 emiily, coleman,5, burdett crescent, withern house, wanguri,3757, vic,19240722,3292797
 jacqueline, fehrmann,3, eungella street, penquite road, marayong,3193, wa,19651021,6612185
 joel, marson,40, tinaroo place, catumbel lodge, hoppers crossing,2035, vic,19100123,9238396
 shantal, negri,159, hagelthorn street, port rush parade, port macquarie,4702, qld,19970221,4740975
 elise, miles,63, oliver street, rosetta village, byford,4670, nsw,19930514,1613758
 serena, dorrell,22, ayers street, rosehill, normanhurst,5290, vic,19970507,8746575
 alexandra, alderson,4, arkell place, toolooa, clarinda,3764, vic,19230610,3671723
 jamilla, mcdaid,29, barrett street, kingston tower, lalor,3166, qld,19301116,2784587
 kristo, white, , mchale place, evergreen, devonport,2050, qld,19790907,4175137
 jye, bradshaw,28, wyles place, normanhurst, homebush,2036, wa,19900905,7164427
 sarah, bradshaw,6, hallen close, red tank, mullaloo,2161, vic,19340509,9150146
 harrison, weaver,24, adair street, , charlestown,2229, nsw,19100327,6483602
 riley, godfrey, , clift ck, the lodge, oakwood,3108, nsw,19451121,3493339
 kiana, jolly,23, ashcroft crescent, villa 2, airds,4507, wa,19220507,6113261
 olivia, bennell,95, sidaway street, south seas (cnr cook s street, ballarat,6150, sa,19520214,9360716
 emiily, mchenry,1, hurwood place, paramatta park, leeton,2228, nsw,19550504,1357509
 brianna, waterston,8, monaro crescent, parraweena, hoppers crossing,2168, nsw,19571109,4074359
 jessica, painton,92, gallagher street, berkeley vlge, north bondi,4740, nsw,19430327,2751175
 charles, green,38, salkauskas crescent, kela, dapto,4566, nsw,19480930,4365168
 simon, whiteley,52, hardwick crescent, centrefair plaza, kardinya,4017, vic,19010920,7819784
 aiden, mcmellon,10, cromwell circuit, redwood lodge, wanneroo,2666, vic,19301206,9452274
 isaac, lowe,3, hemmings crescent, timber haven, williamstown,2380, vic,19880722,2762848
 macy, beaty,131, maloney street, cottage rn east, medina,6027, tas,19980531,8216119
 aleisha, lowe,9, cavanaugh street, koobeja, mulgrave east,2445, wa,19731203,3335374
 hayden, kluske,25, kanooka street, grenoble, bonnyrigg,4740, nsw,19111028,9665345
 maya, bruinewoud,274, warrego circuit, palm lake resort, glenmore park,4350, qld,19810702,4054569
 steven, green,9, duigan place, dunbar heights, pennant hills,7010, qld,19760329,8403741
 jack, waller,31, currie crescent, summer hill, bayswater,3579, vic,19550324,8581279
 kate, tantschev,99, knox street, fronda, buronga,5158, qld,19870422,6536232
 dylan, nguyen,33, macgregor street, nootina, geraldton,3028, nsw,19710131,7703063
 jade, innis,9, gingana street, ivydale (rsd 1820), seventeen mile rocks,2011, qld,19170426,2049123
 kobe, brock,4, folingsby street, , coonamble,4575, qld,19941016,6183698
 emma, scappatura,3, reuther street, wattle brae, east fremantle,3129, nsw,19390522,5932517
 benjamin, hyland,14, coxen street, rowethorpe, yaroomba,5046, vic,19921225,8509780
 anthea, nguyen,16, kelleway avenue, rydal bank, concord,3196, qld,19281104,2137596
 shakirah, van der steege,51, newdegate street, airforce memorial estate, darlington,3630, tas,19580903,8013399
 lukas, webb,2, freda gibson circuit, nowra mall, kingston,2830, nsw,19120423,6570926
 tate, spagnoletti,29, blamey crescent, tullatoola, wangaratta,4520, qld,19200505,7390367
 kyle, block,45, erldunda circuit, mt warrigal retrmnt vlge, greenacre,2614, nsw,19740424,4380571
 ben, conrick,19, marsden street, the meadows, page,3108, nsw,19760130,5241188
 robert, westhorp,26, kosciusko avenue, oak park, port pirie,3106, vic,19371011,1463700
 lucinda, burrill,31, bamir square, corridella, inglewood,4557, qld,19471211,4875837
 jackson, herbert,15, gooreen street, ripple brook station, highett,4870, vic,19170311,2630363
 alexandra, melham,21, kingscote crescent, kerry street, elizabeth vale,2663, wa,19911210,5648275
 tahlia, lowe, , clear street, millwood, stanwell park,2452, nsw,19150218,4957408
 lachlan, pacey,180, wilshire street, cypress garden, wendouree,2770, ,19711111,4723081
 lucas, white,17, majura avenue, glenbrae, clapham,2131, qld,19420809,6988438
 kayla, braithwaite,19, forwood street, braemar vlge, chewton,2261, nsw,19640906,6775714
 isabella, longman,7, eucumbene drive, kooyong, lalor,5157, vic,19460810,4725516
 reganne, mcveigh,2, souter place, , ermington,2763, vic,19310928,5159705
 joshua, choi-lundberg,31, vest place, tulloch, leslie vale,7000, qld,19380903,1002096
 esme, leslie,89, galleghan circuit, five oaks, brighton,6007, tas,19520521,7091838
 jarod, lusted,22, prescott street, girrahween homestead, beaumaris,4502, nsw,19321125,6642172
 samara, ,2, lewis luxton avenue, , pooraka,2778, act,19170725,9740765
 kyra, george,25, boake place, brentwood vlge, peterhead,3012, nsw,19430404,7581292
 shana, ryan,30, monaro crescent, ingledell, duncraig,3220, nsw,19000819,4773341
 zac, george,7, fitzroy street, keonbyrne, bayswater,2560, nsw,19830315,5417788
 adam, ewald,61, wentcher place, longstay caravn park, kempsey,5092, nsw,19180203,2268410
 jordan, paterson,63, grono place, tarqua, orange,2607, nsw,19420219,2467275
 connor, camp,29, egerton close, gwandalan, riverhills,2170, vic,19190905,5237893
 deakin, peachey,16, officer crescent, tesbury, nollamara,2144, tas,19690824,8507376
 bethanie, nguyen,23, morrissey street, navillus, st ives,4214, vic,19400724,7869955
 molly, parr,52, jerrabomberra avenue, villa 80, mayfield,2082, nsw,19500910,7961724
 charlotte, ,8, lendon place, lexington, frankston,6210, nsw,19080713,2597760
 reuben, clarke,22, rischbieth crescent, ocean pines caravn park, blakehurst,2340, nsw,19391117,3232193
 amalia, brookhouse,878, , hilton house, belmont,3844, nsw,19370722,1915625
 barnaby, godfrey,18, hopegood place, osters, brighton,5086, nsw,19461029,4625012
 rachel, peachey,1090, willis street, , preston,2114, wa,19901004,5902615
 lily, absenger,193, brinsmead street, morrells park, ryde,5073, qld,19091001,3481813
 isabella, sanby,18, veale street, wongowal, west swan,3066, nsw,19181010,7757358
 giorgia, smallacombe,10, dundas court, somerton park, glengarry,4108, sa,19990313,6657239
 catherine, david,109, ijong street, nedlyn, mallacoota,2316, qld,19620212,1973270
 lachlan, webb,19, national circuit, , safety bay,7250, qld,19370423,4001224
 brooke, berryman,430, damala street, wallaces ck, glengarry,2460, vic,19500517,9772693
 lucy, satterley,32, gill street, nepean shores, buninyong,4226, sa,19660516,9616924
 madeline, lowe,272, fergusson crescent, , carrara,6066, sa,19651206,8520720
 eleanor, luckman,34, banks street, st francis village, aspendale gardens,4361, wa,19920704,2330095
 emma, hoffman,38, blair place, lynden lea, south melbourne,3995, qld,19521207,6762264
 charles, tkachuk,1, hannan crescent, nyngan, elwood,5068, nsw,19620625,9782270
 alexander, vitkunas,17, moynihan street, kelindy ridge, kilcoy,2285, vic,19991216,6469394
 james, reid,30, snodgrass crescent, diablo, belmont,2261, qld,19790129,2073967
 elizabeth, wojciechowski,16, walker crescent, phillip lodge, winston hills,2250, vic,19190118,6972527
 andrew, iovino,21, seddon place, civic centre, millers point,2763, nsw,19560823,3865428
 nicholas, mycko,259, alma close, farm shed, centennial park,3000, qld,19450728,3274337
 brooklyn, hamley,18, eildon place, flowerpot, woodlands,3013, nsw,19550602,7460551
 joshua, needham,20, cornish place, jackaranda lodge, manunda,2325, qld,19130421,6586520
 benjamin, dola,3, leahy close, killarney, rowville,2430, nsw,19371003,6069398
 meg, sedunary,29, castles place, wollangambe, tweed heads,3129, vic,19450601,2413526
 macey, lowe,4, butlin place, lotus lodge hostel, enoggera,2680, tas,19081128,3271563
 timothy, crouch,78, hussey cove, swinger hill, katherine,4570, nsw,19410812,7583582
